id,length,width,lips_width,nose_length,nose_width,eye_distance
296814969_3,5.6009665722758415,5.795237025452978,4.449120184472734,4.5613021843469,3.9389408634079586,4.665148341684523
296814969_3,5.670059417062335,5.753413166867523,4.5779934918484155,4.498620665104081,4.0847267623302255,4.7155177932096715
296814969_3,5.521912532481815,5.688402568915762,4.750858362964195,4.59175252734721,4.128317408035306,4.855841356330162
296814969_3,5.403947660208789,5.646421710444735,4.485436821805665,4.565156811865149,4.016225488639242,4.833963054029493
296814969_3,5.579712526825761,5.775125115912672,4.574086454048197,4.5913757710749445,3.939436896569777,4.742077965327321
296814969_3,5.463112517793204,5.756101420885599,4.5894562756189075,4.521422423655081,4.026907833529576,4.730125927481856
296814969_3,5.364283155267901,5.628514633921197,4.580213591389605,4.6008434362273665,4.142342389853656,4.752732176755935
296814969_3,5.535625049168982,5.562702845015224,4.722604559768542,4.483421849721698,4.026442308864322,4.658672871769718
296814969_3,5.618835587202725,5.88586941462459,4.787167622549529,4.652715990242884,3.967801013438577,4.7484165708865325
296814969_3,5.489690907666799,5.769973570422374,4.5750807510904705,4.564131492451702,3.9791493266902185,4.782049268556333
296814969_3,5.491463967128627,5.676827761875763,4.65379741055303,4.6301979445149515,4.053313387863136,4.893329625868168
296814969_3,5.522677197193089,5.729994863963651,4.7332576248912925,4.575424203048739,4.013432629569424,4.725694368704451
296814969_3,5.663906847573314,5.718096865627635,4.618075920182087,4.455407890443007,4.017864368187406,4.894584139739469
296814969_3,5.542850348710977,5.62047142292449,4.586107898965284,4.348325399534294,3.923057650332788,4.833433984696918
296814969_3,5.611048911633758,5.687003360076301,4.695300371186712,4.538641060076665,4.097671717076983,4.671136854630577
296814969_3,5.515532516192722,5.765536429997061,4.559355514885027,4.562933717874261,3.985373835864845,4.703406288795863
296814969_3,5.678517041194098,5.571659428445957,4.732704533684248,4.605349919019226,4.054311778948151,4.846884794825956
296814969_3,5.721115085554905,5.826675348425939,4.693196622413707,4.448963344121968,4.1721914460602765,4.88789100317125
296814969_3,5.518637713810846,5.696665952383249,4.635963873780155,4.623495110308911,3.9941118833516884,4.625495818670744
296814969_3,5.5898771763970565,5.743700931271567,4.48718257213229,4.559832561365132,4.044680875104692,4.761012413745147
296814969_3,5.519927958438074,5.813164210899367,4.597140321728638,4.709949177383125,4.028450311582036,4.816825065164707
296814969_3,5.565290055544216,5.866914424169276,4.623338602107692,4.616896450623673,4.1446506761999276,4.716280621420973
296814969_3,5.505058415916437,5.587629816888184,4.548305162606037,4.58564605201122,4.102604368204318,4.860495300854663
296814969_3,5.453610630917183,5.701173777016345,4.63590306388271,4.564397801460736,4.043336305408912,4.7444212855900485
296814969_3,5.532515457316381,5.793615838119456,4.702407506723378,4.610634230072015,4.025997095489616,4.749917164762505
296814969_3,5.546822044786286,5.703599698882546,4.684218299595306,4.432589041173942,4.103632724207676,4.774250165417309
296814969_3,5.5337092398212935,5.50232489970403,4.618836980703905,4.464513796194655,4.103056227988125,4.888928309065759
296814969_3,5.547287568534847,5.652997116476986,4.654096247592749,4.593879120252346,4.168750409586589,4.933350537051174
296814969_3,5.579473659364906,5.684095824072023,4.609984455404486,4.541132916403137,4.14287303057433,4.7219382070497256
296814969_3,5.401807769573461,5.707675194777479,4.58230753562967,4.413957670479356,4.046042810964907,4.699512590835373
2968560214_1,6.138235732965863,6.2535779579513955,5.302934044531915,5.487403615903132,4.613539072400606,5.576972183275279
2968560214_1,6.353488131536258,6.343954640723957,5.536947827856427,5.315945644939493,4.757732002482831,5.664832623449934
2968560214_1,6.276184420869799,6.388491064719029,5.54208971501149,5.52798766595477,4.526475198748656,5.453983644252236
2968560214_1,6.345769736059028,6.31088124048376,5.236010615768082,5.3509381366930855,4.691512843782676,5.673541762227058
2968560214_1,6.336804270527478,6.324224355586901,5.538935241003929,5.386819857743227,4.641704606105004,5.335736389642263
2968560214_1,6.27386138194357,6.340685032169511,5.2865279567695245,5.44067339987595,4.679967646822313,5.509493358167176
2968560214_1,6.317901840487726,6.342518751003912,5.523260075746214,5.263307706191725,4.648004136429162,5.550335256711332
2968560214_1,6.058792738073469,6.110191908052771,5.393442309709784,5.2988792089826005,4.693712484513495,5.576253603647013
2968560214_1,6.113657782702994,6.128998742532212,5.284722558025194,5.418956973458024,4.6469607614648725,5.592166347489349
2968560214_1,6.095703479787376,6.230199920003392,5.453025342052403,5.320948384624761,4.575916831531205,5.585102535500442
2968560214_1,6.337683073505466,6.2990045619393085,5.412508123911914,5.531984320960952,4.525639670062046,5.626550912413966
2968560214_1,6.128176835249103,6.320997927226441,5.297178782376277,5.294412653074778,4.55900652600863,5.516124110788742
2968560214_1,6.229032696306621,6.265020887483584,5.443759673836257,5.320403237800982,4.476236701375576,5.654978504673446
2968560214_1,6.216908646494065,6.190411706553079,5.286024985611405,5.4177849409260945,4.623829561337485,5.462983065751039
2968560214_1,6.159778181207299,6.166026138785135,5.4205283801444475,5.360807327568938,4.634681966737781,5.650970864895357
2968560214_1,6.281920649144288,6.2668169273880405,5.457703023944125,5.357594437432434,4.576457235867798,5.595479681331765
2968560214_1,6.373703953601576,6.327159326275991,5.429719574694478,5.312208475789539,4.584078346031098,5.372653514794442
2968560214_1,6.27944444319526,6.3999647434066596,5.419435613065475,5.3457994710637,4.567736388340644,5.628505005239521
2968560214_1,6.347582762845194,6.478540805702991,5.441249865347182,5.265978708867178,4.621988798004711,5.582419408545789
