id,length,width,lips_width,nose_length,nose_width,eye_distance
296814969_3,5.513823263215348,5.7490521282569516,4.633637623855693,4.488800020192701,4.068981243317723,4.7365125724440365
296814969_3,5.530177197593324,5.647925396972218,4.734847275397593,4.624946535815692,4.049767736902929,4.678948627768835
296814969_3,5.538872150820404,5.727153024966541,4.568393873209649,4.619005399526922,3.9360556145854697,4.699123071619532
296814969_3,5.563861808781111,5.738005431844586,4.489448784773601,4.5686081996882555,4.01893225765522,4.731747019240743
296814969_3,5.466733462621012,5.8635140313059635,4.59929210565289,4.620993237244592,4.0906333576232,4.724520162076306
296814969_3,5.530801405379577,5.654112608708726,4.66759417124361,4.631084206389081,4.069293774789418,4.842690679674679
296814969_3,5.536391350223445,5.608968450634333,4.56053024624127,4.557986565156508,4.09275348421918,4.729113894447062
296814969_3,5.559221154002969,5.958736020702525,4.685001869703779,4.6072888759848265,4.26732453097895,4.702315066190505
296814969_3,5.38987324893864,5.663346656962984,4.635741987810755,4.560272639618189,4.063587061654348,4.961493156862573
296814969_3,5.5966901264882685,5.651283151095929,4.681694817943618,4.53925950259832,4.002569890648102,4.896648877026203
296814969_3,5.595810728520555,5.706676950293994,4.710476688907951,4.59131254120531,3.9136635694131576,4.675179128209909
296814969_3,5.502485308672711,5.762288741018152,4.71261264843106,4.595522599165765,4.075441198371892,4.797652277856356
296814969_3,5.644998673871225,5.698780184735557,4.626997682493842,4.493847232386404,4.04526904162598,4.619627599357745
296814969_3,5.582642899499264,5.640357170897095,4.558032852011184,4.49083006827625,3.9501059583080687,4.665401619543259
296814969_3,5.536820003210815,5.671128950544782,4.6740296804169015,4.526025714614072,4.076761142860143,4.799611227473839
296814969_3,5.55194359328839,5.67279503537452,4.671552272875014,4.309267479757154,3.976143239433473,4.752659601072625
296814969_3,5.571990718415737,5.781621328211815,4.706769825954161,4.432967366035169,4.003959798673152,4.885660692607722
296814969_3,5.470924409758766,5.635180613517732,4.739698932560272,4.391754842312721,3.992168504374747,4.837395814072959
296814969_3,5.468378468323236,5.652321103505391,4.724659217711179,4.563702148884696,4.104362894456969,4.668748341683312
296814969_3,5.653581327459827,5.578911709870828,4.311867547076962,4.57657532134826,4.089741860548338,4.743016301728991
296814969_3,5.435838423181475,5.736275111368007,4.644083793279326,4.487015740867852,4.13167936925459,4.990768576816081
296814969_3,5.327621708217568,5.789627941441347,4.515924599216475,4.595231316634905,4.057077063541956,4.657990733751764
296814969_3,5.5101070363547,5.869617970635331,4.766842867245666,4.524688236494054,4.047650847872583,4.8084832105215645
296814969_3,5.5607678185334075,5.6152046631367485,4.530305400325614,4.430995571700713,4.0733330446798055,4.868331427059377
296814969_3,5.473742160846986,5.879675942831843,4.662276109725103,4.647117045777028,4.170645780859173,4.648883005451649
296814969_3,5.462447757512421,5.765634315496176,4.716250462099463,4.491571708005235,3.9330951729427297,4.834444916012237
296814969_3,5.6477437075084085,5.7458592006353815,4.577149426829584,4.418954068681813,3.8628384670022062,5.038693115049071
296814969_3,5.549452683451293,5.755440111140992,4.696190230829583,4.500635620993459,3.9026989020673155,4.760375556275917
296814969_3,5.508075300149864,5.611247485393821,4.61295307204381,4.4721736817360105,3.9832458434254194,4.722685704093788
296814969_3,5.564221207893891,5.575693395695319,4.6946075899480455,4.571309808104332,3.964975766780082,4.7862332472691405
2968560214_1,6.21428821550633,6.376839570795135,5.391885270785912,5.28631623977402,4.6831440977216205,5.513435292612635
2968560214_1,6.256549220702696,6.3402902519442685,5.468024654065042,5.354218777046922,4.726176211711062,5.487694601539036
2968560214_1,6.298621177108646,6.372837049914037,5.426751176590443,5.298936428745493,4.599732058313947,5.502609428185309
2968560214_1,6.174074874087126,6.193044338103871,5.521684410078347,5.336545921929838,4.7300273496402445,5.533259581806216
2968560214_1,6.211340212448397,6.3645434086086325,5.357497876695557,5.230668675069376,4.667937212589211,5.657705373317397
2968560214_1,6.208859615129391,6.3573567372258575,5.441092926448112,5.318060774462059,4.580059152994706,5.455135642855689
2968560214_1,6.23251671398682,6.253971742057129,5.362182812993866,5.259828578650414,4.498914195841403,5.6346559375942915
2968560214_1,6.288249794124806,6.417898280024698,5.2979974957957,5.3523871493372,4.605543239086462,5.598801093763392
2968560214_1,6.432695709667104,6.409137784443692,5.51156616935982,5.423233631586492,4.624855003596534,5.645892630289402
2968560214_1,6.1918476630188195,6.352174026329342,5.4643806981549465,5.202946323680367,4.656498033612518,5.52934476926679
2968560214_1,6.238108865899336,6.345878377572236,5.430222574159676,5.4864040125138835,4.679059208722754,5.673383395696008
2968560214_1,6.348623354381037,6.166367157854563,5.322682002608913,5.45896777918588,4.64039965225791,5.466404158724449
2968560214_1,6.244154686527199,6.198403942708932,5.390626861713997,5.248495392511346,4.553182577270276,5.522883685908447
2968560214_1,6.17615820972836,6.3047054513703165,5.363949058602141,5.340672053883476,4.493228434283128,5.661119474008171
2968560214_1,6.200615088370777,6.361039221595622,5.445810189940256,5.257946815541068,4.504209022339044,5.664145562759421
2968560214_1,6.262086482540683,6.172602052674577,5.301320694126494,5.359926665088233,4.590864671839269,5.566726704144356
2968560214_1,6.087852761864804,6.205336992853623,5.493937025504681,5.3651455146777565,4.6991929555610925,5.694163898148729
2968560214_1,6.284125307336568,6.237176366773881,5.277265185911832,5.460214190660104,4.64023793478988,5.671050041176193
2968560214_1,6.221363247618179,6.252617374301842,5.508780131239755,5.359259107984506,4.764719175049895,5.55766407944631
2968560214_1,6.327115679407034,6.424301587437644,5.400732430236184,5.30748188824405,4.558708918040972,5.663781218916695
2968560214_1,6.352417516983108,6.388195376421274,5.41960543621493,5.3468134102096165,4.718846394380851,5.673417788539171
2968560214_1,6.1776855519115905,6.318939157045938,5.429096772471655,5.228487134780788,4.656751207512047,5.559594763934095
2968560214_1,6.3484884985039445,6.340048201135135,5.5565267677850265,5.360744695225561,4.552787472857048,5.575881065710519
2968560214_1,6.20279116956403,6.227041092209197,5.437345864127386,5.294523463239747,4.600952600839107,5.56655560811438
2968560214_1,6.304432019758499,6.304122066787246,5.457598369405548,5.300181554945872,4.613992050568613,5.56080244967603
2968560214_1,6.274905364771329,6.3375282038687315,5.3813169848773645,5.308988055202974,4.471398289647692,5.569193738750661
2968560214_1,6.101291240187422,6.382090102102987,5.417262564514336,5.180884560175233,4.663644713862317,5.514286070281578
2968560214_1,6.25092394539013,6.348804638504313,5.384326824483445,5.432249998797832,4.564543465613984,5.5411994442056045
2968560214_1,6.1250985581363695,6.311486612832942,5.3886284980893375,5.431220724418061,4.719827963907597,5.62180095577277
2968560214_1,6.271499580588421,6.429506715773819,5.367856145168585,5.261970125064284,4.539447993982103,5.453716210459498
2968784797_1,7.464845058007205,7.671620979167669,6.467012909396131,6.679622132745023,5.827006947038394,6.910193500624908
2968784797_1,7.376465662594565,7.761816825122968,6.5864504831853985,6.703271640566443,5.810934956560596,6.901139795541421
2968784797_1,7.430470278173051,7.666102408575865,6.577009447105538,6.573070818708216,5.788657667537187,6.74686155377747
2968784797_1,7.339426079488035,7.65920438663147,6.604473814936678,6.731386424028916,5.807923854958297,7.023854327882552
2968784797_1,7.372701949718187,7.74270640006038,6.422682051182309,6.5386766167822366,5.848763236499402,6.77541274590733
2968784797_1,7.423787901072757,7.459766997365819,6.541745228760105,6.525907268665018,5.88230300918795,6.900071690687603
2968784797_1,7.366624793290672,7.580810390812121,6.587589743241959,6.695655493082446,5.848565235510095,6.963450816504129
2968784797_1,7.381167996763883,7.65588842466266,6.5163843964008965,6.575074195825461,5.775062959785029,6.760645268880229
2968784797_1,7.423970858551769,7.573570638071442,6.496512405033736,6.617149067328642,5.8580688800326834,6.925296685804175
2968784797_1,7.536558353528169,7.585470686932619,6.625624242312849,6.6158855222774875,5.798910478480992,6.869430057469804
2968784797_1,7.488545520106258,7.716558972959749,6.465955892237608,6.581885808925016,5.905524883705824,6.911546315661689
2968784797_1,7.24978910843174,7.542009990721769,6.5951985917564615,6.584709404408466,5.965500076698232,6.925913740821268
2968784797_1,7.397536229286739,7.824021604617287,6.659618837219634,6.627292656073393,5.7511553106700015,6.857157076202065
2968784797_1,7.555210578353996,7.765241387369868,6.566634021456493,6.599036643094189,5.847303997135741,7.017643912047441
2968784797_1,7.493435069776416,7.7245261738724125,6.697533440925629,6.640032410036273,5.766921721513206,7.0317196178101256
