id,length,width,lips_width,nose_length,nose_width,eye_distance
296814969_3,5.545091509030304,5.696272656238249,4.637132815569348,4.5462503695861995,4.047521252055182,4.774308854255479
296814969_3,5.542635211695005,5.6938218721268194,4.6305296625837995,4.546778464232397,4.038043176433365,4.769691850332024
296814969_3,5.546307799576727,5.702398011669275,4.635487900191036,4.540079257724786,4.04778743720333,4.766867684290304
296814969_3,5.544018605219148,5.693181031372811,4.641707154060786,4.544265728105581,4.044547649657958,4.773023713633543
296814969_3,5.543657731280524,5.687419214217178,4.637369760433648,4.532768142715598,4.047539534008966,4.7764132410717774
296814969_3,5.54464667159525,5.695174164164753,4.638437794279316,4.536469341312463,4.047038698354622,4.777048799550977
296814969_3,5.546597769826666,5.688366036934061,4.630986292604753,4.548031010069028,4.047381722723618,4.7664688807267686
296814969_3,5.552522180110586,5.706609517514142,4.6368214673976205,4.54249168047391,4.043436040267467,4.766902766804163
296814969_3,5.530831893927591,5.702969949732417,4.637049561430746,4.5395642986899345,4.0467469710554465,4.768900521896123
296814969_3,5.547653411911598,5.695401376557063,4.624216053526698,4.547803919038309,4.052217348669179,4.778680419105697
296814969_3,5.5442067042343,5.699402693226943,4.64674265818793,4.550203498992178,4.048807116965155,4.774812838843526
296814969_3,5.541862303869988,5.695935932385018,4.631673223878806,4.543814321413528,4.051050769631698,4.774311082892142
296814969_3,5.536179877902396,5.693778571801425,4.6361610851310955,4.544255370240008,4.051076119245677,4.768073561948832
296814969_3,5.545529869045022,5.70037346293928,4.635540532727174,4.5444893208513415,4.052486096026988,4.775942461151232
296814969_3,5.552686620196336,5.701063348848147,4.639324579706751,4.545656194613366,4.040528799894071,4.781004799831966
296814969_3,5.547634419855483,5.699741690873501,4.640092697239769,4.537951567232823,4.0543092917785675,4.771858735888852
296814969_3,5.539083228283227,5.692743863869937,4.642934010665299,4.546470156214663,4.049379181298537,4.768395002907959
296814969_3,5.544473588571058,5.7006350544114035,4.634673453198601,4.544292305183538,4.048607358906165,4.7814381795236
296814969_3,5.555283342774551,5.694384962023801,4.640136761871431,4.538666852306307,4.060954595364568,4.7734821639469756
296814969_3,5.547269527118361,5.700049034577175,4.630286494108851,4.528737384828833,4.041129608883925,4.784495106183656
296814969_3,5.543935057591725,5.6882523572779,4.630270123780808,4.545281007117895,4.051117281977229,4.768173262279579
296814969_3,5.546258143389265,5.700745591909943,4.62694309504846,4.536057180506863,4.0506246385212945,4.771823908122806
296814969_3,5.55032404474321,5.684632619391302,4.6249691398842545,4.533753412617164,4.038546517556427,4.775611604612666
296814969_3,5.537297529425291,5.696584283493238,4.633997425225167,4.542616982849341,4.053228167830299,4.7795699631574555
296814969_3,5.551820707641118,5.701008549791524,4.632774924211006,4.550827210220272,4.046019908116004,4.778433609258136
296814969_3,5.5396581627633825,5.698486466315743,4.636994945516014,4.54146492821607,4.034957033629423,4.767128984395734
296814969_3,5.552783847472563,5.698533568389001,4.646464235280881,4.545572439922185,4.039609470429832,4.767837677162304
296814969_3,5.544165090220284,5.703680074663877,4.635038574519582,4.546136845713098,4.0445269088707265,4.7754152507260335
296814969_3,5.547879093823777,5.6998602223509565,4.631474311222367,4.5411550134304735,4.055871902283012,4.773150119272247
